"","day","temp","dewp","wdsp","sndp","fog","NUM_CRIMES"
"2444",1,69.6,52,3.5,999.9,0,0.533333333333333
"2446",1,76.5,65.5,6.1,999.9,0,0.875555555555556
"2463",7,78.4,64.4,4.7,999.9,0,0.788888888888889
"2473",7,75.6,58.4,5.1,999.9,0,0.777777777777778
"2475",3,83.1,65.2,4.2,999.9,0,0.52
"2490",3,81.8,65.7,4.2,999.9,0,0.631111111111111
"2495",6,76.6,61,6.7,999.9,0,0.755555555555556
"2503",3,79.1,65.9,6.4,999.9,0,0.831111111111111
"2514",2,79.9,60.7,5.7,999.9,0,0.526666666666667
"2516",6,75.9,67.5,7.8,999.9,0,0.735555555555556
"2517",4,79.1,69,6.2,999.9,1,0.62
"2521",2,78.9,70.7,4.6,999.9,0,0.593333333333333
"2525",2,79.2,65.4,5.4,999.9,0,0.677777777777778
"2531",5,80.1,67.7,6.7,999.9,0,0.831111111111111
"2538",1,78.6,61.5,9.6,999.9,0,0.702222222222222
"2551",2,76.4,68.5,7.2,999.9,0,0.728888888888889
"2556",7,68.5,54.9,8.9,999.9,0,0.662222222222222
"2575",1,75.5,67.2,6.7,999.9,0,0.791111111111111
"2584",2,73.6,58,8.5,999.9,0,0.588888888888889
"2586",6,78.4,71.9,7.2,999.9,0,0.753333333333333
"2595",3,76.9,66.4,10.6,999.9,0,0.744444444444444
"2636",3,74.6,62.7,8.8,999.9,0,0.648888888888889
"2643",5,81.5,73.6,6.6,999.9,1,0.573333333333333
"2646",6,75.8,68.1,9.6,999.9,0,0.791111111111111
"2663",4,84.6,69.6,8.6,999.9,0,0.808888888888889
"2670",5,76.6,65.6,7.2,999.9,0,0.677777777777778
"2704",7,72,54.6,3.6,999.9,0,0.651111111111111
"2709",4,75,62.4,3.8,999.9,0,0.762222222222222
"2747",7,66.8,50.9,4.8,999.9,0,0.6
"2763",5,75.2,66.7,4.3,999.9,0,0.733333333333333
"2783",7,74,62,7.4,999.9,0,0.713333333333333
"2796",6,70.2,55.4,6.5,999.9,0,0.76
"2810",6,70.8,62.7,9.3,999.9,0,0.766666666666667
"2819",5,74,65.5,6.5,999.9,0,0.793333333333333
"2843",2,77.3,55.2,7.8,999.9,0,0.675555555555556
"2844",1,70.7,51.7,7.4,999.9,0,0.677777777777778
"2847",7,72.2,57.1,6.7,999.9,0,0.646666666666667
"2848",5,69.8,55.5,9.1,999.9,0,0.691111111111111
"2849",4,70.8,57.5,7.4,999.9,0,0.744444444444444
"2850",3,71.6,58.7,9.3,999.9,0,0.737777777777778
"2859",2,74.4,58.4,7.8,999.9,0,0.662222222222222
"2870",2,83.8,71.8,9.3,999.9,0,0.606666666666667
"2889",1,74.9,55,7.6,999.9,0,0.497777777777778
"2902",4,77.3,70.3,9.4,999.9,0,0.682222222222222
"2914",6,70.3,60.5,7.8,999.9,0,0.62
"2917",3,85.1,71.6,9.5,999.9,0,0.522222222222222
"2918",6,74.8,62.9,8.8,999.9,0,0.768888888888889
"2943",1,77.6,63,8.1,999.9,0,0.742222222222222
"2953",5,74.1,60.3,9.6,999.9,0,0.708888888888889
"2958",5,63.3,58.2,12.5,999.9,0,0.631111111111111
"2975",3,73.1,62.1,7.5,999.9,0,0.54
"2983",3,57.3,45.9,9.4,999.9,0,0.326666666666667
"2984",1,67.8,46.2,12.7,999.9,0,0.613333333333333
"2994",4,62.7,56,13.7,999.9,0,0.475555555555556
"2998",2,62.4,34.6,11.4,999.9,0,0.548888888888889
"3052",1,59.8,44.9,5.6,999.9,0,0.524444444444444
"3053",1,63.7,55.8,3.9,999.9,0,0.631111111111111
"3067",7,61.9,56.7,6,999.9,0,0.486666666666667
"3076",4,67.8,60.6,3.5,999.9,0,0.591111111111111
"3081",6,54.1,37.6,5.8,999.9,0,0.504444444444444
"3083",3,62.3,48,3.5,999.9,0,0.497777777777778
"3098",6,48,32.2,6.2,999.9,0,0.633333333333333
"3122",6,62.1,57.4,6.2,999.9,0,0.831111111111111
"3129",5,51.6,43.8,7.2,999.9,0,0.697777777777778
"3133",5,53.9,40.3,5.3,999.9,0,0.74
"3139",1,50.4,40.8,6.9,999.9,0,0.842222222222222
"3141",2,48.5,36.3,5.3,999.9,0,0.551111111111111
"3142",7,56.7,44.8,6.2,999.9,0,0.431111111111111
"3145",2,66.7,56.1,7,999.9,0,0.566666666666667
"3156",1,54.3,40.9,8.4,999.9,0,0.626666666666667
"3175",2,66.5,48.3,8,999.9,0,0.464444444444444
"3180",3,72.2,57.4,9.4,999.9,0,0.704444444444444
"3183",4,49.6,37,6.6,999.9,0,0.457777777777778
"3185",7,69.4,62.5,7.8,999.9,0,0.671111111111111
"3186",6,61.4,53,10,999.9,0,0.744444444444444
"3202",5,67,56.7,9.3,999.9,0,0.833333333333333
"3208",4,49,42.1,7.4,999.9,0,0.54
"3209",5,49.5,33.8,11.5,999.9,0,0.604444444444444
"3263",3,63.8,53.4,10,999.9,0,0.573333333333333
"3265",4,57,47.1,10.2,999.9,0,0.508888888888889
"3268",6,67.1,57.8,10.7,999.9,0,0.762222222222222
"3275",7,56.2,48.5,10.1,999.9,0,0.662222222222222
"3287",1,73.6,63.9,12.6,999.9,0,0.731111111111111
"3289",3,48.3,41.4,9.9,999.9,0,0.468888888888889
"3293",7,58,44.3,8.2,999.9,0,0.66
"3329",2,74.3,59.7,14.2,999.9,0,0.635555555555556
"3390",2,48.2,42,3,999.9,1,0.497777777777778
"3391",7,58.3,46,3.5,999.9,0,0.588888888888889
"3397",1,32,17.5,4.5,999.9,0,0.433333333333333
"3405",3,49.6,42.1,2.9,999.9,0,0.626666666666667
"3412",1,57.6,42.5,4.8,999.9,0,0.555555555555556
"3422",3,64.6,56.8,3.7,999.9,0,0.58
"3430",4,57.8,50.9,5.3,999.9,0,0.655555555555556
"3445",6,40,31.8,6.3,999.9,0,0.513333333333333
"3468",6,56.1,44,6.2,999.9,0,0.74
"3471",7,39.4,34.4,8.1,999.9,0,0.455555555555556
"3473",5,39,31.7,6.9,999.9,0,0.446666666666667
"3478",6,45.3,31.1,7.1,999.9,0,0.648888888888889
"3481",7,30.6,15.4,8.9,999.9,0,0.388888888888889
"3483",2,35.5,24.7,4.9,999.9,0,0.52
"3495",1,49,34.9,8,999.9,0,0.404444444444444
"3503",4,41.3,35.5,8.2,999.9,0,0.102222222222222
"3504",3,40.7,34.4,8.5,999.9,0,0.468888888888889
"3511",2,67.1,55.2,9.5,999.9,0,0.937777777777778
"3513",7,45.7,29.8,8.9,999.9,0,0.382222222222222
"3536",5,54.9,42.9,4.6,999.9,0,0.655555555555556
"3566",2,57.1,45.3,7.4,999.9,0,0.346666666666667
"3587",3,42.1,34,8.6,999.9,0,0.464444444444444
"3605",4,58.2,45.4,9.8,999.9,0,0.717777777777778
"3611",2,51.5,43.5,11.6,999.9,0,0.466666666666667
"3624",1,46.3,40.2,13.3,999.9,0,0.455555555555556
"3633",3,51.5,35.6,8.8,999.9,0,0.426666666666667
"3647",5,51.4,36.1,12.4,999.9,0,0.688888888888889
"3653",4,51.3,33.3,10.8,999.9,0,0.522222222222222
"3656",5,62.8,48.2,13.7,999.9,0,0.68
"3664",6,38.9,23.5,17.7,999.9,0,0.42
"3725",7,33,26,3.6,5.1,1,0.237777777777778
"3739",6,34.5,22.1,6.3,999.9,0,0.6
"3756",5,32.2,25.4,6.1,2,0,0.533333333333333
"3770",6,22,12.2,6.9,999.9,0,0.275555555555556
"3771",6,35.8,31.2,5.2,1.2,0,0.257777777777778
"3800",5,23.8,13.8,9.4,999.9,0,0.4
"3802",5,14.4,2.6,7.2,3.1,0,0.46
"3811",2,18.4,8.3,7,3.1,0,0.193333333333333
"3828",5,38.6,30.1,7.7,999.9,0,0.771111111111111
"3841",6,23.1,17.2,5.6,3.1,0,0.28
"3842",4,35.6,25.2,8.5,2,0,0.475555555555556
"3849",7,27.6,22.4,7.9,5.1,1,0.0533333333333333
"3854",3,28.1,18.3,7.5,3.1,0,0.535555555555556
"3869",1,2.2,-8.8,8.1,3.1,0,0.382222222222222
"3878",1,27,21.1,9.5,3.1,1,0.313333333333333
"3895",1,33.4,29.7,8.1,2,0,0.422222222222222
"3904",5,30.9,16.6,10.9,999.9,0,0.564444444444444
"3906",3,28.1,17.7,12.9,999.9,0,0.382222222222222
"3910",2,34.2,29.7,5.9,1.2,0,0.444444444444444
"3913",7,34.2,30,9,1.2,0,0
"3929",4,38.9,30.4,12.4,999.9,0,0.742222222222222
"3947",6,37.4,20.7,13.4,999.9,0,0.48
"3962",3,11.7,-0.6,10.7,3.1,0,0.271111111111111
"3965",4,35,24.6,13.4,999.9,0,0.353333333333333
"3968",4,5.8,-7.2,11.3,3.1,0,0.204444444444444
"3974",4,22.3,11.8,15,999.9,0,0.262222222222222
"3976",2,29.9,18.2,13.2,999.9,0,0.388888888888889
"3980",7,13.4,4.3,12,3.9,0,0.0844444444444444
"3986",3,32.7,22.7,8.2,999.9,0,0.52
"4003",2,21,7.3,14.1,3.1,0,0.455555555555556
"4008",1,47.4,40.7,14.4,999.9,0,0.353333333333333
"46",7,28.1,18.5,2.5,999.9,0,0.395652173913043
"47",1,34.3,29,4.8,999.9,1,0.38695652173913
"64",1,36.1,28.6,6.1,999.9,0,0.302173913043478
"74",2,38.4,31.8,6.6,999.9,0,0.569565217391304
"81",7,43.9,39.6,4.5,999.9,1,0.582608695652174
"83",5,5.9,-7.2,8.7,999.9,0,0.276086956521739
"95",6,30.1,18.4,5.4,999.9,0,0.458695652173913
"119",4,35.6,32.5,6.3,999.9,0,0.573913043478261
"124",2,36.7,36,7.7,999.9,1,0.502173913043478
"144",3,33.6,32,9.1,999.9,0,0.506521739130435
"150",7,27.6,15.5,9,999.9,0,0.347826086956522
"164",5,22.9,11.1,8.8,999.9,0,0.708695652173913
"165",6,49.6,44.7,7.1,999.9,0,0.678260869565217
"180",6,27.7,19.5,11.8,999.9,0,0.558695652173913
"185",6,8.3,-5.4,7.8,999.9,0,0.31304347826087
"194",2,40.3,37.2,6.6,999.9,1,0.530434782608696
"197",5,29,19.5,11.7,999.9,0,0.673913043478261
"203",1,24.1,8.8,9.7,999.9,0,0.615217391304348
"208",7,10.9,-5,9,999.9,0,0.254347826086956
"210",4,34.3,28.8,11.5,999.9,0,0.43695652173913
"215",4,10.9,-1.9,10.9,999.9,0,0.297826086956522
"222",5,38.7,37.5,7,999.9,0,0.671739130434783
"223",1,23.1,10.7,10.4,999.9,0,0.519565217391304
"227",3,38.9,33.5,9.9,999.9,0,0.595652173913043
"236",1,40.7,34.4,9.6,999.9,0,0.684782608695652
"263",4,28.4,24.4,11.8,999.9,0,0.369565217391304
"273",3,19.1,7.3,14.2,999.9,0,0.3
"330",2,38.2,28.1,13.6,999.9,0,0.565217391304348
"335",3,33.9,27.1,11.6,999.9,1,0.410869565217391
"341",2,39.8,31.3,17.9,999.9,0,0.502173913043478
"384",7,51.4,33,2.2,999.9,0,0.434782608695652
"418",6,42.7,33,6.8,999.9,0,0.5
"429",4,35.1,12.5,6.7,999.9,0,0.428260869565217
"442",6,56.9,34.7,8.2,999.9,0,0.595652173913043
"446",2,59.7,49.4,8,999.9,0,0.445652173913043
"452",1,37.3,28,6.1,999.9,0,0.626086956521739
"472",5,40.8,37.6,9.1,999.9,0,0.404347826086957
"496",5,20.7,2.3,9.6,999.9,0,0.426086956521739
"499",1,55.1,40.8,7.4,999.9,0,0.515217391304348
"505",1,36.1,18.9,8.6,999.9,0,0.530434782608696
"510",3,57.9,52.1,8.2,999.9,1,0.497826086956522
"513",2,52,44.8,11.4,999.9,0,0.341304347826087
"532",4,51.6,44,11.5,999.9,0,0.393478260869565
"538",3,35.9,24.2,10.1,999.9,0,0.810869565217391
"541",1,42.8,27.3,6.8,999.9,0,0.345652173913043
"542",5,46.4,28.9,6.9,999.9,0,0.778260869565217
"552",7,34,16.6,10.2,999.9,0,0.480434782608696
"554",2,46,43.7,6.8,999.9,1,0.476086956521739
"564",4,22,5.8,11,999.9,0,0.428260869565217
"565",4,20.2,3,12.3,999.9,0,0.421739130434783
"582",6,24.1,5.3,10.7,999.9,0,0.356521739130435
"589",3,34.4,15.2,12.1,999.9,0,0.432608695652174
"594",7,33.1,16,11.5,999.9,0,0.221739130434783
"602",2,41.4,25.6,11,999.9,0,0.519565217391304
"606",6,30.4,21,13.4,999.9,0,0.271739130434783
"611",3,32.2,23.4,10.9,999.9,0,0.417391304347826
"632",5,26.7,13.6,12.1,999.9,0,0.589130434782609
"644",7,41.3,26.9,14.3,999.9,0,0.443478260869565
"722",7,41.5,30.6,5.2,999.9,0,0.284782608695652
"730",5,39,31.1,8,1.2,0,0.510869565217391
"742",4,29.8,11.9,6.3,1.2,0,0.421739130434783
"747",7,53.1,50.2,7.4,999.9,0,0.495652173913044
"755",1,50,47.7,7.4,999.9,0,0.539130434782609
"783",7,27.1,1,5.7,999.9,0,0.171739130434783
"834",6,24,-4.8,8.2,999.9,0,0.402173913043478
"857",4,37.8,21.5,9.4,999.9,0,0.417391304347826
"860",2,43.1,36.9,9.6,999.9,0,0.432608695652174
"862",4,39.3,18.5,8.5,999.9,0,0.439130434782609
"863",5,27.8,6.1,10,999.9,0,0.432608695652174
"866",3,24.1,7.7,11,3.1,0,0.291304347826087
"868",6,33.7,21.5,9,999.9,0,0.345652173913043
"879",2,43.3,29.8,9.5,999.9,0,0.382608695652174
"897",6,43.7,41.3,10.6,999.9,0,0.480434782608696
"898",3,42.3,36,9.9,999.9,0,0.423913043478261
"903",7,42.4,28.6,12.1,999.9,0,0.408695652173913
"907",1,29,21.8,10.2,1.2,0,0.145652173913043
"916",1,47.9,39.4,9.6,999.9,0,0.482608695652174
"927",2,26.6,19.3,12.2,5.1,1,0
"933",6,42.4,31.8,12.1,999.9,0,0.434782608695652
"938",5,31.8,6.4,12.1,999.9,0,0.417391304347826
"940",5,39.6,36.9,15.7,999.9,0,0.658695652173913
"950",1,54.6,46.5,15.3,999.9,0,0.454347826086957
"964",3,47.3,43.5,10.5,999.9,0,0.582608695652174
"967",3,32.3,19.1,14.1,999.9,0,0.376086956521739
"970",5,59.9,40.9,12.9,999.9,0,0.66304347826087
"985",4,32.4,20.3,10,999.9,0,0.33695652173913
"986",4,44.1,41.1,12.2,999.9,1,0.471739130434783
"990",2,54.5,39.4,18.8,999.9,0,0.454347826086957
"992",3,46.3,19,19.4,999.9,0,0.419565217391304
"1028",1,49.3,42.3,6.5,999.9,0,0.484782608695652
"1040",5,55.4,43.1,7.4,999.9,0,0.65
"1045",7,50.3,27.7,6.2,999.9,0,0.469565217391304
"1051",1,59.7,35.9,5,999.9,0,0.604347826086956
"1063",4,50.9,36.5,8.3,999.9,0,0.415217391304348
"1073",3,48.2,36.3,5.6,999.9,0,0.55
"1074",1,57.7,35.4,6.6,999.9,0,0.569565217391304
"1085",7,54.9,29.2,4,999.9,0,0.497826086956522
"1088",2,48.6,44.2,8.1,999.9,0,0.517391304347826
"1103",3,64.5,54,8.1,999.9,0,0.617391304347826
"1117",6,50.3,31.3,11.1,999.9,0,0.493478260869565
"1126",6,44.2,27.9,5.6,999.9,0,0.776086956521739
"1130",5,49.6,40.9,5.4,999.9,0,0.778260869565217
"1137",2,66.4,45.7,9.8,999.9,0,0.615217391304348
"1170",6,51.2,27.3,9.2,999.9,0,0.482608695652174
"1172",5,43.8,21.9,11.8,999.9,0,0.502173913043478
"1206",2,58.1,40.2,9,999.9,0,0.567391304347826
"1211",5,50.6,36.1,12.6,999.9,0,0.741304347826087
"1214",2,47.7,41.4,7.8,999.9,0,0.497826086956522
"1215",7,67.8,53,12,999.9,0,0.46304347826087
"1237",4,58.4,49.5,10.9,999.9,0,0.519565217391304
"1248",1,68,54.3,14.3,999.9,0,0.454347826086957
"1254",3,71.3,55.3,11.2,999.9,0,0.617391304347826
"1280",7,64.8,44.4,13.5,999.9,0,0.623913043478261
"1281",6,70.3,56.2,13.8,999.9,0,0.745652173913044
"1293",6,45.6,39.6,14.9,999.9,0,0.308695652173913
"1298",4,54.6,49,12.2,999.9,0,0.526086956521739
"1312",4,42.9,34.3,18.7,999.9,0,0.421739130434783
"1317",3,44.9,40.2,12.7,999.9,0,0.345652173913043
"1321",7,45.2,44.2,15,999.9,0,0.397826086956522
"1367",2,48.3,37.1,5.8,999.9,0,0.506521739130435
"1389",3,48.1,34.3,6,999.9,0,0.576086956521739
"1424",1,64.9,45.9,6.7,999.9,0,0.86304347826087
"1425",6,63.4,55.2,6.7,999.9,0,0.708695652173913
"1437",3,55.4,41.4,6.1,999.9,0,0.410869565217391
"1440",5,60.8,52.8,5.4,999.9,0,0.63695652173913
"1450",1,46.6,26.8,6.3,999.9,0,0.502173913043478
"1484",5,59,42.2,6.3,999.9,0,0.815217391304348
"1486",4,58.3,51.5,10.4,999.9,0,0.628260869565217
"1492",6,63.2,45.4,6.4,999.9,0,0.543478260869565
"1497",3,64.8,45.1,8.3,999.9,0,0.576086956521739
"1512",7,67,56.4,5.2,999.9,0,0.502173913043478
"1520",7,63.3,45.1,6.2,999.9,0,0.517391304347826
"1535",6,53.3,48.7,10.6,999.9,0,0.41304347826087
"1564",7,48,26.1,8.5,999.9,0,0.339130434782609
"1566",3,57,53.2,9.6,999.9,0,0.626086956521739
"1570",7,62.1,54.3,9.8,999.9,0,0.689130434782609
"1583",2,66,44.8,9.7,999.9,0,0.739130434782609
"1587",2,60.9,54.3,7.7,999.9,0,0.576086956521739
"1588",4,54.7,48.7,9.3,999.9,0,0.571739130434783
"1593",1,59.1,43.6,12.1,999.9,0,0.702173913043478
"1602",2,46.1,39.2,14.9,999.9,0,0.467391304347826
"1612",6,50.5,36.3,12.3,999.9,0,0.519565217391304
"1625",1,70.1,47.9,10.6,999.9,0,0.639130434782609
"1629",4,48.9,37,11.9,999.9,0,0.580434782608696
"1635",5,49,38.3,15.1,999.9,0,0.706521739130435
"1639",2,76.9,58.3,10.5,999.9,0,0.595652173913043
"1644",1,51.7,46.7,11.6,999.9,0,0.845652173913043
"1648",5,48.3,41,17.3,999.9,0,0.656521739130435
"1654",3,78.9,59.2,15.5,999.9,0,0.784782608695652
"1660",4,75.5,59.6,16.6,999.9,0,0.654347826086957
"1736",5,71.9,42.4,5.4,999.9,0,0.797826086956522
"1769",4,67.1,42.4,5.3,999.9,0,0.915217391304348
"1784",3,68.5,56.2,5.8,999.9,0,0.678260869565217
"1791",5,73.7,67.5,6,999.9,0,0.660869565217391
"1812",2,65.3,45.7,6,999.9,0,0.647826086956522
"1819",3,67,45.9,10,999.9,0,0.682608695652174
"1825",5,75.6,53.4,8.6,999.9,0,0.743478260869565
"1831",4,70.4,45,4.3,999.9,0,0.641304347826087
"1833",7,81,59.6,7.3,999.9,0,0.752173913043478
"1848",6,75.2,49.4,6.2,999.9,0,0.758695652173913
"1851",4,77.2,64.8,7.9,999.9,0,0.758695652173913
"1853",1,84.7,62.1,11.8,999.9,0,0.582608695652174
"1876",6,80.5,67.5,9.1,999.9,0,0.767391304347826
"1889",2,80.3,64.5,6.7,999.9,0,0.728260869565217
"1900",1,70.7,56,8.1,999.9,0,0.589130434782609
"1914",7,82.1,57.6,13.8,999.9,0,0.73695652173913
"1915",7,65.4,46.6,11,999.9,0,0.7
"1923",4,79.3,66.3,10.1,999.9,0,0.747826086956522
"1931",2,66.6,54.6,8.8,999.9,0,0.715217391304348
"1938",1,71.3,57.5,9,999.9,0,0.571739130434783
"1940",6,70,52,11.6,999.9,0,0.75
"1942",5,77.8,62.2,9.4,999.9,0,0.784782608695652
"1947",1,64.7,46.8,10.5,999.9,0,0.680434782608696
"1951",4,76.2,64.7,11.5,999.9,0,0.656521739130435
"1956",5,76.7,62.8,10.4,999.9,0,0.660869565217391
"1958",2,64.8,46.5,12.1,999.9,0,0.765217391304348
"1961",7,75.6,63.8,10.8,999.9,0,0.678260869565217
"1962",3,69.8,52.3,10.6,999.9,0,0.506521739130435
"1984",3,77.7,66.2,7.4,999.9,1,0.641304347826087
"1987",6,76.1,55.2,12.3,999.9,0,0.676086956521739
"2045",3,76.6,63.1,6.8,999.9,0,0.604347826086956
"2046",2,76,59.4,3.3,999.9,0,0.691304347826087
"2064",4,82.2,64.4,5.1,999.9,0,0.667391304347826
"2083",7,73.5,59,4.9,999.9,0,0.747826086956522
"2098",2,78.2,70.6,4.4,999.9,0,0.641304347826087
"2109",3,80.5,66.9,6.8,999.9,0,0.641304347826087
"2111",5,72.2,61,7.6,999.9,0,0.704347826086957
"2118",1,76.8,60.3,3.5,999.9,0,0.695652173913043
"2132",6,71,59.1,5.2,999.9,0,0.902173913043478
"2134",3,78.3,61.5,6.4,999.9,0,0.83695652173913
"2137",1,75.2,64.5,6.6,999.9,0,0.847826086956522
"2161",3,77.3,70.8,8.2,999.9,0,0.471739130434783
"2176",7,74.7,52.5,7,999.9,0,0.758695652173913
"2180",2,74.5,62.8,7.9,999.9,0,0.7
"2182",2,73.1,58.3,7.3,999.9,0,0.817391304347826
"2186",5,81.5,70.2,6.1,999.9,0,0.617391304347826
"2197",1,71.5,61,10.2,999.9,0,0.669565217391304
"2217",1,69.2,57.7,6.7,999.9,0,0.810869565217391
"2218",7,80.3,67.6,5.2,999.9,0,0.8
"2220",6,71.5,55.4,7.5,999.9,0,0.619565217391304
"2224",5,81.5,67.7,9.1,999.9,0,0.617391304347826
"2260",6,72.7,54.5,11.4,999.9,0,0.708695652173913
"2262",4,78.6,70.1,8.1,999.9,0,0.68695652173913
"2269",7,75.4,57.3,7.4,999.9,0,0.665217391304348
"2288",6,76.3,61.2,8.8,999.9,0,1
"2289",5,74.2,62.6,12.4,999.9,0,0.819565217391304
"2290",4,78.4,69.5,8.5,999.9,0,0.752173913043478
"2309",4,77.3,70,8,999.9,1,0.623913043478261
"2313",1,78.2,67.9,8.4,999.9,0,0.66304347826087
"2322",7,73.1,62.5,10.3,999.9,0,0.734782608695652
"2325",6,78,70.5,8.7,999.9,1,0.610869565217391
"2369",3,70.3,59.9,4.4,999.9,0,0.682608695652174
"2376",3,74.6,56.1,3.5,999.9,0,0.641304347826087
"2388",2,70,62.4,4.1,999.9,0,0.543478260869565
"2389",7,69.3,55.5,3.2,999.9,0,0.556521739130435
"2393",2,70.4,51.9,4.4,999.9,0,0.639130434782609
"2394",6,68.6,52.2,5.7,999.9,0,0.66304347826087
"2416",5,64.4,48.8,5.5,999.9,0,0.647826086956522
"2419",7,77.2,61.2,5.8,999.9,0,0.656521739130435
"2440",1,74,58.6,4.8,999.9,0,0.741304347826087
"2453",1,70.6,61.1,4.6,999.9,0,0.465217391304348
"2454",6,74.8,59.1,6,999.9,0,0.908695652173913
"2455",7,70.3,54.2,7.4,999.9,0,0.61304347826087
"2489",3,77.2,64.2,5.4,999.9,0,0.652173913043478
"2501",6,69.4,57.1,8.4,999.9,0,0.73695652173913
"2519",3,77.1,66.3,6.5,999.9,0,0.697826086956522
"2526",7,71.9,57.3,6.1,999.9,0,0.85
"2529",2,76.5,65.3,6.6,999.9,0,0.697826086956522
"2549",1,79.5,69.9,7,999.9,0,0.608695652173913
"2552",6,67.7,54.5,7.2,999.9,0,0.98695652173913
"2563",1,70.5,57.8,6.6,999.9,0,0.65
"2589",5,74,60.8,8.5,999.9,0,0.632608695652174
"2601",3,69.5,51.4,8.2,999.9,0,0.593478260869565
"2613",4,75.6,58.7,7.7,999.9,0,0.68695652173913
"2625",4,67.7,54.7,7.5,999.9,0,0.710869565217391
"2628",2,75.2,64.9,11.1,999.9,0,0.665217391304348
"2633",4,70.1,59.2,11.1,999.9,0,0.569565217391304
"2641",5,75.1,62.4,10.3,999.9,0,0.83695652173913
"2656",4,78.3,69.4,12.4,999.9,0,0.639130434782609
"2658",4,76.8,67.4,7.6,999.9,0,0.815217391304348
"2672",5,62.9,55.2,12.4,999.9,0,0.978260869565217
"2706",4,67.9,61,3.9,999.9,1,0.565217391304348
"2731",1,64,48.8,5.1,999.9,0,0.471739130434783
"2739",6,64,45.8,4.1,999.9,0,0.647826086956522
"2743",2,70.3,63.6,5.7,999.9,0,0.508695652173913
"2767",3,67.6,60.1,5.2,999.9,0,0.504347826086956
"2777",6,77.8,61.5,7.8,999.9,0,0.765217391304348
"2786",7,82.3,63.6,5.7,999.9,0,0.732608695652174
"2787",7,62.5,46.4,6.9,999.9,0,0.576086956521739
"2790",5,85.2,67.3,6,999.9,0,0.704347826086957
"2795",7,78.4,62.9,7.1,999.9,0,0.734782608695652
"2808",4,84,66.9,5.9,999.9,0,0.723913043478261
"2816",6,84.4,66.5,5.3,999.9,0,0.773913043478261
"2818",1,69.2,56.5,7.5,999.9,0,0.647826086956522
"2828",5,74.9,60.5,7.5,999.9,0,0.726086956521739
"2834",3,58.4,45,8,999.9,0,0.378260869565217
"2841",2,67,54,7.2,999.9,0,0.547826086956522
"2845",5,63.5,48.5,5.3,999.9,0,0.495652173913044
"2856",3,76.7,65.5,7.3,999.9,0,0.767391304347826
"2874",6,64.5,48.5,8.9,999.9,0,0.569565217391304
"2877",1,81.1,58.7,5.6,999.9,0,0.754347826086956
"2878",4,62.9,44.6,7.8,999.9,0,0.528260869565217
"2880",2,82,59.4,7.5,999.9,0,0.597826086956522
"2884",5,64.3,46.4,9.6,999.9,0,0.730434782608696
"2897",3,70.8,54.9,10.1,999.9,0,0.547826086956522
"2901",4,60.6,46.2,7.7,999.9,0,0.552173913043478
"2913",5,64.5,49.8,12.7,999.9,0,0.969565217391304
"2939",6,61.8,45.3,9.5,999.9,0,0.591304347826087
"2972",1,73.5,58.6,10.9,999.9,0,0.526086956521739
"2977",2,64.1,48.9,11,999.9,0,0.502173913043478
"2996",7,68.4,55,6.3,999.9,0,0.615217391304348
"3051",1,67.5,51.8,3.2,999.9,0,0.591304347826087
"3073",4,65.9,51.9,4.4,999.9,0,0.593478260869565
"3080",6,64.6,61.3,5,999.9,1,0.376086956521739
"3095",5,62.1,55.4,6.2,999.9,0,0.641304347826087
"3121",4,61.1,37.6,7.2,999.9,0,0.652173913043478
"3135",5,65.2,61.7,5.7,999.9,0,0.595652173913043
"3146",3,44.8,33.6,7,999.9,0,0.521739130434783
"3148",4,58.1,53.5,6.9,999.9,0,0.632608695652174
"3149",7,40,27.8,7.6,999.9,0,0.482608695652174
"3151",5,64.7,46,7.4,999.9,0,0.815217391304348
"3155",1,52.3,40.1,7.1,999.9,0,0.628260869565217
"3159",1,53.1,51.5,8.6,999.9,0,0.578260869565217
"3167",7,61.5,41.3,8.2,999.9,0,0.821739130434783
"3170",2,72.2,59.5,10.7,999.9,0,0.573913043478261
"3176",2,47.8,44.9,11,999.9,0,0.467391304347826
"3207",1,70.5,47.5,9,999.9,0,0.604347826086956
"3212",3,70.7,63.3,9.2,999.9,0,0.582608695652174
"3216",4,48.2,37.4,7.5,999.9,0,0.610869565217391
"3247",6,38.7,31.1,10.9,999.9,0,0.528260869565217
"3256",2,63.9,57,11.8,999.9,0,0.497826086956522
"3270",7,65.5,53.6,9.4,999.9,0,0.530434782608696
"3276",2,57.4,40.2,9.9,999.9,0,0.532608695652174
"3286",6,68.6,51.9,11.3,999.9,0,0.739130434782609
"3292",5,45.3,33.6,13.6,999.9,0,0.75
"3295",3,60,41,10.2,999.9,0,0.652173913043478
"3303",2,37.8,22.7,12.2,999.9,0,0.617391304347826
"3307",1,45,30.4,11.5,999.9,0,0.508695652173913
"3310",7,66,56.6,12.5,999.9,0,0.576086956521739
"3330",3,59.5,56.5,13.7,999.9,0,0.310869565217391
"3336",6,70.5,61.4,13,999.9,0,0.517391304347826
"3344",7,60.9,55.7,12.9,999.9,0,0.358695652173913
"3404",7,39,31.3,3.5,999.9,0,0.417391304347826
"3407",1,46.3,34.2,4.5,999.9,0,0.652173913043478
"3413",1,37.9,34.4,5.2,999.9,0,0.530434782608696
